Samples,Pops,Habitat,Long,Lat,NDVI,wc2.0_bio_30s_01,wc2.0_bio_30s_02,wc2.0_bio_30s_03,wc2.0_bio_30s_04,wc2.0_bio_30s_05,wc2.0_bio_30s_06,wc2.0_bio_30s_07,wc2.0_bio_30s_08,wc2.0_bio_30s_09,wc2.0_bio_30s_10,wc2.0_bio_30s_11,wc2.0_bio_30s_12,wc2.0_bio_30s_13,wc2.0_bio_30s_14,wc2.0_bio_30s_15,wc2.0_bio_30s_16,wc2.0_bio_30s_17,wc2.0_bio_30s_18,wc2.0_bio_30s_19
HRV_9377,HRV,0,-111.9623,36.494,1.62578398,11.74166658,17.83333312,42.66347812,861.441251,32.09999847,-9.699999809,41.79999828,21.83333286,15.53333357,22.49999968,1.28333346,277,38,8,34.16967958,93,36,76,70
KCA_10446,KCA,1,-115.4788,36.2643,1.566809396,13.02916658,15.32500004,41.64402109,790.8696556,31.70000076,-5.099999905,36.80000067,5.083333333,15.68333324,23.10000006,3.883333286,215,29,6,36.93282166,69,28,59,66
KCA_10448,KCA,1,-115.4788,36.2643,1.566809396,13.02916658,15.32500004,41.64402109,790.8696556,31.70000076,-5.099999905,36.80000067,5.083333333,15.68333324,23.10000006,3.883333286,215,29,6,36.93282166,69,28,59,66
KCA_10450,KCA,1,-115.4788,36.2643,1.566809396,13.02916658,15.32500004,41.64402109,790.8696556,31.70000076,-5.099999905,36.80000067,5.083333333,15.68333324,23.10000006,3.883333286,215,29,6,36.93282166,69,28,59,66
KCA_10451,KCA,1,-115.4788,36.2643,1.566809396,13.02916658,15.32500004,41.64402109,790.8696556,31.70000076,-5.099999905,36.80000067,5.083333333,15.68333324,23.10000006,3.883333286,215,29,6,36.93282166,69,28,59,66
KCA_10452,KCA,1,-115.4788,36.2643,1.566809396,13.02916658,15.32500004,41.64402109,790.8696556,31.70000076,-5.099999905,36.80000067,5.083333333,15.68333324,23.10000006,3.883333286,215,29,6,36.93282166,69,28,59,66
KCA_10453,KCA,1,-115.4788,36.2643,1.566809396,13.02916658,15.32500004,41.64402109,790.8696556,31.70000076,-5.099999905,36.80000067,5.083333333,15.68333324,23.10000006,3.883333286,215,29,6,36.93282166,69,28,59,66
KCA_10454,KCA,1,-115.4788,36.2643,1.566809396,13.02916658,15.32500004,41.64402109,790.8696556,31.70000076,-5.099999905,36.80000067,5.083333333,15.68333324,23.10000006,3.883333286,215,29,6,36.93282166,69,28,59,66
KCA_10455,KCA,1,-115.4788,36.2643,1.566809396,13.02916658,15.32500004,41.64402109,790.8696556,31.70000076,-5.099999905,36.80000067,5.083333333,15.68333324,23.10000006,3.883333286,215,29,6,36.93282166,69,28,59,66
KEL_8625,KEL,0,-113.138,41.726,1.712846908,9.108333262,16.14999983,37.47099779,959.4857303,29.79999924,-13.30000019,43.09999943,13.26666662,-2.766666691,21.11666648,-2.766666691,259,38,15,28.60108626,91,48,71,48
KEL_8629,KEL,0,-113.138,41.726,1.712846908,9.108333262,16.14999983,37.47099779,959.4857303,29.79999924,-13.30000019,43.09999943,13.26666662,-2.766666691,21.11666648,-2.766666691,259,38,15,28.60108626,91,48,71,48
KEL_8630,KEL,0,-113.138,41.726,1.712846908,9.108333262,16.14999983,37.47099779,959.4857303,29.79999924,-13.30000019,43.09999943,13.26666662,-2.766666691,21.11666648,-2.766666691,259,38,15,28.60108626,91,48,71,48
KEL_8632,KEL,0,-113.138,41.726,1.712846908,9.108333262,16.14999983,37.47099779,959.4857303,29.79999924,-13.30000019,43.09999943,13.26666662,-2.766666691,21.11666648,-2.766666691,259,38,15,28.60108626,91,48,71,48
KEL_8633,KEL,0,-113.138,41.726,1.712846908,9.108333262,16.14999983,37.47099779,959.4857303,29.79999924,-13.30000019,43.09999943,13.26666662,-2.766666691,21.11666648,-2.766666691,259,38,15,28.60108626,91,48,71,48
KEL_8634,KEL,0,-113.138,41.726,1.712846908,9.108333262,16.14999983,37.47099779,959.4857303,29.79999924,-13.30000019,43.09999943,13.26666662,-2.766666691,21.11666648,-2.766666691,259,38,15,28.60108626,91,48,71,48
